name,count,followers,likes,engagement,comments
zeitmagazin,2,131884,289,0.22,1
amcthewalkingdead,2,6787036,184091,2.71,910
librarystreetcollective,2,69283,304,0.44,2
ursamajorvt,2,23448,464,1.98,5
wholefoodshawaii,2,35729,593,1.66,2
simplykennedy_,5,392891,77668,19.77,850
catstradamus,2,176055,4555,2.59,36
a_will2,2,14402,3030,21.04,56
tetro_agency,2,1540,109,7.08,2
troyave,2,543792,12587,2.31,196
alejandraxoxx,2,587228,38160,6.50,350
flauntmagazine,2,194392,493,0.25,5
giorgiamitch,2,30059,1164,3.87,34
duckieofficial,16,771615,135532,17.56,1617
koebogen_duesseldorf,2,1032,64,6.20,2
exteriorglam,2,1677247,75590,4.51,199
donatbarrault,2,1496,0,0.00,0
13byblackstar,2,132321,1315,0.99,7
therachelmuscat,3,15630,315,2.02,9
em.lens,2,1521,41,2.70,5
juliusrandle30,2,758477,39499,5.21,322
mma_division_russia,2,293748,NaN,NaN,NaN
kevintekinel,2,14090,377,2.68,7
sassandbide,2,300910,1647,0.55,14
bonweekender,2,5687,222,3.90,17
blackmouf,2,11210,136,1.21,13
kayla_fallace,2,28637,1142,3.99,17
maryrosenberger,2,131275,5342,4.07,36
_littlemissfoodie,2,28711,1183,4.12,45
marthahigaredaoficial,2,1151373,46565,4.04,248
joymiessi,2,5723,391,6.83,4
thecramm,2,2071,192,9.27,14
kakifoto_,2,122128,2098,1.72,15
swipathefox,5,926061,136410,14.73,1635
chiaracarcano,2,174178,9452,5.43,134
thebalitailor,3,34026,246,0.72,4
mickconlan11,3,153752,5752,3.74,26
journeyofabraid,2,16079,435,2.71,18
lucianinalittizzetto,2,1293715,10357,0.80,99
revive365,2,2404,369,15.35,37
michelleflytkjaer,2,4419,386,8.74,15
wunderwerk_official,2,5036,145,2.88,4
manfredthierrymugler,4,29941,2139,7.14,59
miles.stephenson,2,6325,885,13.99,28
hamster.sammie,2,3456,473,13.69,5
gtskombucha,2,95502,1545,1.62,59
shannonreporting,2,18301,360,1.97,7
fabiomluz,2,14832,1792,12.08,97
niccanz,2,20474,2152,10.51,63
amychaplin,2,39918,739,1.85,21
clarkbar,2,52728,847,1.61,31
ericnyxx,2,55153,5480,9.94,96
reggiewatts,2,171248,2162,1.26,73
vmas,3,360408,NaN,NaN,NaN
tony_rock,2,98835,221,0.22,8
katmorrison82,2,951,89,9.36,4
lumonteiroloja,2,105934,343,0.32,11
kmaher56,2,31328,602,1.92,18
sirkensingtons,2,42770,530,1.24,22
itsastalavista,2,24527,682,2.78,14
khaled_hamad_alkhalifa,2,275093,10028,3.65,292
jiemocraft,4,7982,371,4.65,1
alexacappelli,2,2484,314,12.64,24
naunau_ma69,2,233,0,0.00,0
tarikedizofficial_russia,2,91717,168,0.18,1
acefamily.memberss,5,62058,NaN,NaN,NaN
marko_urbani,2,26538,534,2.01,6
hiblush.store,2,6,0,0.00,0
anthony_edwardsandco,2,131,NaN,NaN,NaN
capcrunchbeats,2,10567,1103,10.44,36
andreaiannone,2,1085630,50216,4.63,210
skinkeape,2,53869,3086,5.73,17
allredmd,2,24626,1476,5.99,12
vernonfrancois,3,41786,4361,10.44,18
cosmoskyle,2,86776,3142,3.62,42
bill_askargard_fangirl,2,5510,987,17.91,9
bennjae,2,3476,199,5.72,4
arod,2,1379102,77348,5.61,671
icebox,2,506266,17857,3.53,367
steviereyes,2,10817,377,3.49,11
latinamas,2,162947,3508,2.15,23
kelsealoha,2,51953,3844,7.40,63
tamaramellon,2,100626,558,0.55,11
_bandannaclips,2,15575,705,4.53,14
hyatt,2,109867,1401,1.28,13
lilwolf_99,2,140,0,0.00,0
verisea_brand,2,16510,168,1.02,0
mahsa_nsta,2,100230,6845,6.83,207
sarahstylesseattle,3,98718,1453,1.47,62
girls.inrealife,2,71757,1947,2.71,0
travellingdany,2,95519,2314,2.42,142
nicolekidman,2,638680,66265,10.38,573
edurnity,2,928315,44552,4.80,259
whitecoatwarrior,2,1444,234,16.20,63
balanceforyou,2,19125,911,4.76,61
romwe_fashion,2,1322264,14109,1.07,87
funkis_tine,2,81434,1257,1.54,41
lottevs,2,607,0,0.00,0
ssheena_official,2,1965,61,3.10,0
ltlindathompson,2,112837,1176,1.04,39
girleatworld,2,398872,10643,2.67,63
devel_sixteen,2,163443,12845,7.86,72
abcworldnewstonight,2,245162,NaN,NaN,NaN
theimgway,2,2076,56,2.70,2
afropunk,3,844406,958,0.11,5
iamkaylanicole,5,92679,9849,10.63,224
veganworldshare,2,1122329,34520,3.08,205
duffgoldman,2,185559,2333,1.26,29
holacom,2,1081629,7157,0.66,71
travel_loveit,2,51911,716,1.38,11
serginhogroisman,2,1659715,11018,0.66,84
samislimani,2,1520301,32526,2.14,315
feral_kid,2,92973,5171,5.56,47
sa_adventures_,2,22350,814,3.64,11
jordanstormlouise,2,857,37,4.32,2
sweetheartlashes,2,120011,2625,2.19,29
trboxing,2,309821,1210,0.39,13
kayakilims,2,109938,1345,1.22,25
underhiswings2016,2,88365,8840,10.00,234
bilofranco,2,3987,78,1.96,4
jdbowman99,2,8470,424,5.01,7
francescototti,2,1730058,181442,10.49,1424
oneonlychante,2,1967,0,0.00,0
natureismetal_,2,226319,12340,5.45,126
kouhei_nakama,2,9128,NaN,NaN,NaN
flavianamatata,2,1026943,13543,1.32,191
officialkrissytaylor,2,412625,17930,4.35,235
sophiecharlotte1,2,3146047,66330,2.11,276
manudreche,2,476,0,0.00,0
pinkplasticbabez,2,40110,1456,3.63,7
vlonecarti,2,193640,6809,3.52,31
paulogustavo31,3,7832245,59426,0.76,314
michelmacedo2ois,2,28736,879,3.06,1
phvegas,2,131296,1834,1.40,49
simla.canpolat,2,154851,5764,3.72,27
tiny_anjie,2,3200,130,4.06,3
henrique_fogaca74,2,1601424,34355,2.15,227
tomoshi_1115,3,463,111,23.97,0
refined420,2,6796,1066,15.69,19
gnarly_clothes,2,27610,1299,4.70,9
clairecmc,2,11681,288,2.47,18
cfood_dbe,2,79640,1906,2.39,38
vegas_jones,2,254475,6451,2.54,136
joseph.dang,2,2045,80,3.91,3
iceman_hof,2,246689,5024,2.04,115
jessiepaege,3,638924,101789,15.93,5478
beaulovesuk,2,43268,236,0.55,5
anna_tsukanova_kott,2,198996,10627,5.34,37
alexreis2791,2,103,0,0.00,0
dakotahunt_,2,11064,557,5.03,23
melii,2,78325,3686,4.71,53
insta_ogonek,3,91121,2653,2.91,172
colorfulstandardcom,2,11103,112,1.01,3
itsmyabitch,2,20737,530,2.56,6
kiyomileslie,2,557392,18384,3.30,286
sibby_tho,2,1253,0,0.00,0
lukeaustinphoto,2,154699,2432,1.57,15
robertopeloni,2,22404,435,1.94,11
romainloubersanes,2,10402,373,3.59,7
lea_jul,2,24398,2334,9.57,20
moe_vee_,2,94617,8432,8.91,59
liamcarncottle,2,249198,366,0.15,40
kerenannmusic,2,14268,467,3.27,14
jheneaiko,8,5502451,65586,1.19,651
war_pic,2,53481,2304,4.31,22
igersfrance,2,56446,1520,2.69,20
marie_iitoyo,2,450459,21380,4.75,116
brooklynandbailey,2,2983343,186635,6.26,965
averagerob,2,296932,21419,7.21,218
artsciencemuseumsg,2,14152,245,1.73,2
photography.capturetheworld,2,51675,2266,4.39,26
eza_birulangit,2,12118,1594,13.15,75
panayotispascot,2,251338,21429,8.53,57
muretz,2,89321,4320,4.84,24
pkliving,2,89187,4168,4.67,100
thomasdavenport,2,207053,8818,4.26,25
jess_dantas,2,172686,8703,5.04,96
crookedstave,2,47072,596,1.27,9
soitgoesmag,3,63563,1208,1.90,7
saragilmour,2,7987,157,1.97,7
camcam_cph,2,63968,521,0.81,12
g.a_c,2,27078,447,1.65,7
nailsmagazine,2,292908,1186,0.40,11
papayaart,2,13889,325,2.34,4
lililettering,2,61990,4694,7.57,135
theblackkeys,2,262358,8752,3.34,82
jenniferbergp,2,38084,1406,3.69,36
campaniafoodlovers,2,29947,1049,3.50,42
dbaker10,2,2939,503,17.11,4
popandsuki,2,132686,2620,1.97,24
brewdogofficial,2,199422,2424,1.22,97
rachelshechtman,2,2785,185,6.64,7
sheiscolossal,2,3352,435,12.98,4
aclerwoman,2,62455,697,1.12,8
ilanbphotography,2,19340,1226,6.34,16
cmontef,2,567,0,0.00,0
better_pray_to_jeebus,2,5548,234,4.22,3
inviaggioconmonica,2,14027,754,5.38,59
justinmacala,2,159305,1911,1.20,16
felipeneto,2,6298936,283618,4.50,1956
manipedihair,2,42854,205,0.48,26
kendrick_bbq,2,107601,1676,1.56,35
simba.gatinho,2,82,23,28.05,3
sheilaym,2,2212,85,3.84,5
countyroadliving,2,86031,2332,2.71,26
marta_che,2,364615,7961,2.18,227
student_professionals_inc,2,31,8,25.81,1
isabellaservello,2,172,0,0.00,0
pusspussmag,2,31655,985,3.11,18
natgeotravel,8,22534411,197937,0.88,660
brennanjp,2,796,0,0.00,0
same0ld,2,6960,187,2.69,5
biazaneratto,2,97251,3307,3.40,57
birchandbone,2,8197,134,1.63,4
jalals,2,912792,63680,6.98,1234
shotwithsoju,3,47968,2287,4.77,33
stormvantimmeren,2,815,240,29.45,13
tobiasillustrations,2,58249,2495,4.28,26
gregormakris,2,1810,138,7.62,5
maraferreira,2,134488,1420,1.06,62
cristinascabbia,2,223320,10438,4.67,197
findyourgrind,2,7329,378,5.16,4
misvemir,2,85564,4757,5.56,21
iwynn77,2,12728,1707,13.41,32
johnnymarines,2,133026,3968,2.98,88
andriragettli,2,97537,11761,12.06,101
mirandaforlydia,3,27041,706,2.61,2
together.with.layla,2,788,395,50.13,23
dorateymur,2,34400,558,1.62,7
stefanino_sacchi,2,755,56,7.42,1
crystalmoselle,4,14593,588,4.03,13
my_chameleon,2,16287,156,0.96,3
mikeaussie,2,12344,930,7.53,11
littlecottonwood,2,39714,426,1.07,11
wbtheprez,3,2257,116,5.14,7
chema_madoz,2,21474,307,1.43,1
inkspiringtattoos,2,2638563,65859,2.50,565
harpersbooks,2,39301,260,0.66,4
lexiconofstyle,2,84394,1333,1.58,44
emilianosalci,2,16961,388,2.29,3
navajotimes,2,25347,869,3.43,10
shiftysktshop,2,3749,174,4.64,5
mefilmasuna,2,3512,80,2.28,5
magikluciano,2,201389,4483,2.23,103
brainfarm,2,105356,2281,2.17,17
the_perfect_wave,2,197410,6846,3.47,87
casablancabridal,2,43721,607,1.39,8
jeffreyschnabolk,2,4135,178,4.30,6
twinsetofficial,2,332630,2242,0.67,7
benhxward,2,67262,6646,9.88,746
mikainstagram,2,1149100,40010,3.48,820
daineseofficial,3,547151,4222,0.77,8
ambroeus.milano,2,7136,174,2.44,3
enriquesantos,2,266512,2704,1.01,24
armanddebrignac,2,180432,2974,1.65,17
lochlynmunro,2,112741,8338,7.40,41
treromance,2,8283,0,0.00,0
exquisiteknives,2,18644,292,1.57,3
nutpods,2,43461,385,0.89,13
ig_italia,2,600518,16477,2.74,91
royalgarance,2,14006,1164,8.31,10
huffpostlife,2,162273,1009,0.62,25
plastbusters,2,372,65,17.47,2
aimee_fuller,2,101782,4571,4.49,48
tulio.rochaa,2,4219896,164449,3.90,981
toddlat,2,40853,523,1.28,18
thai.dom,2,803,92,11.46,3
darriel_caston,3,25980,334,1.29,7
jessegwin,2,38888,1412,3.63,11
chasejosey,2,23764,2328,9.80,61
innamodjaofficiel,2,119312,3019,2.53,14
bjorniooss,3,19536,645,3.30,20
peterburjhenka,2,37719,560,1.48,3
natbynature,2,2913743,19941,0.68,113
jamesplain_edwardsandco,2,969,86,8.88,2
aristeaaa,3,4872,1098,22.54,141
canalkacir,2,2473,110,4.45,1
sakura4561,4,535,104,19.44,0
rxpeso,2,133198,3926,2.95,156
surfingmermaids,2,3153,192,6.09,2
belle_lucia,5,1168458,75365,6.45,602
cdothoncho,2,158865,18510,11.65,1144
billyouaremybae,2,798,167,20.93,3
damnshaq,2,21322,2414,11.32,28
superiorframesla,2,4137,45,1.09,2
yisneyterrero,2,198318,1814,0.91,27
hannahpolites,3,1455859,34939,2.40,329
c_h_e_f,2,1001,118,11.79,10
tayk47shawty,2,881513,40234,4.56,4152
wingshya,2,38992,401,1.03,6
fashioninpills,2,155606,2538,1.63,21
thenobraclub,2,146246,2842,1.94,12
rvddelvca,2,47037,1472,3.13,14
perseny,2,158427,2756,1.74,19
rhea_thenakedbirdie,2,437052,9659,2.21,67
laurentsaiart,2,39762,4270,10.74,22
vincenzosabatino74,2,43541,0,0.00,0
sketchymedical,3,10756,185,1.72,9
vogueemodels,2,118145,6117,5.18,43
kaibraden,2,98683,2650,2.69,92
alvinailey,2,135984,2387,1.76,17
libertyfairs,2,60656,189,0.31,3
therealpercythepersian,2,41209,1680,4.08,27
lotushouse1,2,2819,118,4.19,2
highergroundmelbourne,2,46094,491,1.07,7
bycamelia,2,295289,2899,0.98,62
battlefield,2,1874071,54817,2.93,594
tastemadetravel,2,101392,NaN,NaN,NaN
officialdelianna,3,322067,18123,5.63,253
amberstextiles,2,39492,2253,5.70,26
bonitesa,2,130985,1615,1.23,9
naoyaahanawa,2,128,20,15.63,0
noranoranora1988,2,728623,35634,4.89,124
huev0srancher0s,2,4759,147,3.09,9
fashionista_com,2,439984,1673,0.38,14
dalit_gwenna,2,22585,350,1.55,20
tubbyboymusic,2,1666,130,7.80,9
food60s,2,294520,NaN,NaN,NaN
thecharlieporter,2,13033,209,1.60,6
dishapatani,2,9489020,787429,8.30,2271
olechkafomochka,2,116360,3027,2.60,15
_kenyaseeme_,2,30467,479,1.57,12
thestylevisitor,2,59108,3453,5.84,108
kingvashti,2,9469,334,3.53,14
missgaymatte,3,63615,9593,15.08,109
cmbasile,2,896,125,13.95,7
firstamendment,2,2508,70,2.79,1
brytchjeans,2,66852,454,0.68,5
htkndr,2,93,0,0.00,0
rainbowoorinaeun,2,175398,3324,1.90,28
kelseyjbeckett,5,566273,31405,5.55,121
emmarowenrose,2,6486,676,10.42,7
paleochef,2,107187,820,0.77,20
yunkoro519,2,250815,6584,2.63,34
scaryflix,2,235821,5871,2.49,81
gemstar,2,212530,6336,2.98,87
odellbeckhamsr,2,75903,4176,5.50,77
avi_cohen,2,16987,1029,6.06,41
catmcneil,2,94657,1371,1.45,21
alexmayhughes,2,21971,239,1.09,3
differ.tv,3,278903,4883,1.75,17
filleilamignon,2,363034,1205,0.33,22
vanswarpedtour,2,1127285,15343,1.36,255
tjthethinkingman,2,3729,156,4.18,17
limshwan_,2,28,0,0.00,0
dominiccoop,2,92674,3072,3.31,11
madissonhaus,2,199817,17998,9.01,251
kokonuggz,2,115690,2646,2.29,44
oozy_tattoo,2,304873,14637,4.80,97
lolitabandita,2,13990,663,4.74,19
trofimova_alisha,2,124352,5884,4.73,43
kristaaaaay,2,3657,338,9.24,34
edwinmatthew13,2,475,0,0.00,0
reece_wallace,2,37450,1721,4.60,10
ben.trinh,2,23265,1010,4.34,46
philiperichair,2,71177,2671,3.75,23
karentranevents,2,242504,1129,0.47,16
jewejewebee,2,211942,16424,7.75,159
strong_cycling,2,83220,2710,3.26,7
the_station2000,2,294,31,10.54,1
michutravel,2,297156,8136,2.74,616
jamievernon,2,129492,5624,4.34,113
mysurftv,2,103207,1265,1.23,2
ebonykate,2,291,0,0.00,0
cherylofficial,5,3855382,108724,2.82,2215
michaeleinziger,2,77232,3658,4.74,54
pilotmadeleinepresets,2,10346,1772,17.13,93
mattcbauer,3,82814,1940,2.34,23
_calicocutie_,2,444,52,11.71,2
andreideiu_,3,903807,40860,4.52,238
ratboy_bryce,2,209751,7245,3.45,24
alwaysstayingracious,2,152577,9586,6.28,50
xopherxopher,2,49725,1680,3.38,6
hyojeong_1110,2,107,0,0.00,0
alenavodonaeva,2,2086995,19513,0.93,254
shaq_will,2,70189,11117,15.84,237
dekipa,2,1137,88,7.74,3
daintydarlins,3,1740,34,1.95,3
iamkevingates,5,5768973,NaN,NaN,NaN
uarizona_msa,4,108,13,12.04,0
crissalva40,2,267190,10297,3.85,102
officialjohor,2,513763,5799,1.13,120
madeleinebyrnee,2,230663,8147,3.53,92
brunoastuto,2,823062,2632,0.32,14
naturallychea,2,120915,2471,2.04,53
shevoke,3,60465,267,0.44,1
rachelroams,2,130085,2254,1.73,135
ratbek,2,870111,64779,7.44,918
boutique__jaz,2,217,2,0.92,0
erica_klein,2,141319,8198,5.80,60
tacticalkeychains,2,37119,453,1.22,33
prue_stent,2,116126,4552,3.92,34
ritualbydesign,2,94986,864,0.91,9
cityboyjr,3,130503,8889,6.81,99
kitbutlerr,2,96208,5075,5.28,45
cocoloco_girl,2,294586,8514,2.89,350
katie_t86,2,102575,6003,5.85,44
tips_and_tricks_fabiosa,2,151850,NaN,NaN,NaN
erlendoye1975,2,25050,2672,10.67,52
bowdoinsca,3,999,66,6.61,2
jessicaerrero_official,2,1015734,55463,5.46,156
tiny_219,2,151261,6145,4.06,57
northwestnick,3,2667,146,5.47,8
lovestoriestv,2,17217,178,1.03,6
olga_nerodenko,2,53175,1502,2.82,61
officiallestwins,2,911861,17660,1.94,132
swingleft,2,7752,239,3.08,2
joelymm,2,45112,3995,8.86,103
jenniferlawrencepx,2,974822,45809,4.70,210
hanonshop,2,156164,499,0.32,4
meyoco,2,565389,40187,7.11,102
sarahgharrelson,2,6728,324,4.82,11
vader.santorini,2,1081,194,17.95,15
anthonyalcaraz,2,179831,6596,3.67,29
noagency.dk,2,338,45,13.31,1
kento_kaku,2,360878,23818,6.60,98
therealdustindollin,2,166092,2145,1.29,20
gionata_s,2,51912,2895,5.58,112
ericrachmany,2,54849,1842,3.36,27
themichelleokoro,2,53276,3349,6.29,36
sammy,2,348859,15496,4.44,92
paige_watkins,2,126971,3057,2.41,51
shelisrolex,2,90214,3284,3.64,1063
aksthelabel,2,81606,276,0.34,2
drbearhands,2,531,0,0.00,0
elvis.romeo,3,249454,28203,11.31,101
schuh93,2,8355,1220,14.60,21
def_curls,2,7379,277,3.75,30
rosiehw,12,7699832,89528,1.16,326
laurenlapkus,4,223522,1653,0.74,24
jlo_stylish,2,23680,0,0.00,0
cstry__.87,2,591,0,0.00,0
xxbleedgoldxx,2,306000,4284,1.40,39
petersyard,2,2029,43,2.12,1
stevoo_b,2,21033,1302,6.19,68
thesimpsonsig,2,595500,11689,1.96,188
consciousvibrancy,2,206692,8445,4.09,232
leannrimes,2,330692,5162,1.56,85
thephotographersgallery,2,149304,703,0.47,4
elizabethminett,3,147839,2137,1.45,28
functionalpatterns_minnesota,3,4783,49,1.02,2
elizabethgadd,2,180452,14345,7.95,187
celiadarlingvintage,2,1835,105,5.72,5
samcorfitsen,2,263,43,16.35,3
brittscholte,2,413585,18380,4.44,72
h_deboza,2,199,6,3.02,0
sellerofjewels,2,86853,3495,4.02,53
vladsadkow,2,11697,1651,14.11,5
ricklew,2,541,69,12.75,4
richthekid,7,2457382,170631,6.94,2648
hoardoftrends,2,89094,2017,2.26,56
1111oclockbyronbay,2,6480,32,0.49,1
njha._,3,1195,118,9.87,1
one.to.all.inspire,2,155,8,5.16,0
benz,2,10662,356,3.34,12
margot.and.co,2,4484,215,4.79,6
lucasinutilismo,2,774684,66387,8.57,509
mspositiv,2,10580,1077,10.18,44
ale_ten,2,253610,15403,6.07,310
minoritywine,2,1691,45,2.66,1
nochtlii,2,1083699,67537,6.23,604
saudimalls,2,320743,350,0.11,12
ristoranteloscoglio,2,4530,190,4.19,10
nadine.nassib.njeim,3,4858617,125098,2.57,1757
richie96669,2,6593,182,2.76,12
dysonhair,2,197082,1334,0.68,22
cnbcmakeit,2,36383,723,1.99,45
thegallerylic,2,302,47,15.56,2
nicoll_inc,2,12437,0,0.00,0
minimalsource,2,72198,2781,3.85,5
bigshot,3,20779,393,1.89,9
reubenmarkstewart,2,14885,311,2.09,9
heritage_radio,2,11904,86,0.72,3
theonlyjuliann,4,1878,152,8.09,7
tigerr_bay,2,7081,415,5.86,5
rachelc00k,2,1510159,64883,4.30,637
juliandaigre,2,217019,6843,3.15,47
sabrinasato,3,12306635,110578,0.90,490
bradleydevine,2,55072,8552,15.53,32
varotattooer,2,59252,1528,2.58,8
cocothedj,2,39104,1325,3.39,37
dallasgoldtooth,2,38567,1524,3.95,19
mallyybandzz,2,11066,893,8.07,31
sarrjamois,3,84303,1853,2.20,34
tarunahuja18,3,224,0,0.00,0
ina.santana,2,107,0,0.00,0
young_mothers_qa,2,113459,261,0.23,5
crfashionbook,6,789583,2733,0.35,14
denisebidot,2,472673,12649,2.68,107
thisismothership,2,28691,1146,3.99,57
zwellz22,2,1497,305,20.37,5
tiffpenguin,2,329333,12075,3.67,322
corgiloversdaily,2,39436,239,0.61,0
thisisstory,2,44280,745,1.68,28
posh_scene,2,180169,1913,1.06,23
staffy_aresbella,2,11522,593,5.15,26
knwng,2,26633,486,1.82,7
lilyandlionel,2,22576,139,0.62,3
blackgirlinom,2,72103,1351,1.87,21
caitlynjenner,2,8971082,90490,1.01,1863
thesurfridermalibu,2,9384,165,1.76,2
rams,3,461229,12569,2.73,81
sommerray2,2,3210931,124828,3.89,1014
nicobone_,2,27082,974,3.60,8
biancapaigefit,2,4985,344,6.90,9
hakansabanci,2,222872,39502,17.72,321
fabianhart,2,19167,1168,6.09,20
kumailn,3,293110,14544,4.96,226
emotionalmemegirlz,2,45570,4331,9.50,230
tina_weirather,3,166910,15501,9.29,75
bkttlapa,2,385771,26370,6.84,214
steff__weezy,2,51579,789,1.53,13
workstead,2,48562,736,1.52,8
justin_jisung,2,997344,63982,6.42,611
ginaatkinson,2,53062,1129,2.13,19
scoop_b,2,5197,105,2.02,3
theparentologist,2,74811,1175,1.57,61
lisalegrand_makeup,2,1157,74,6.40,2
sabrinacarpenter,6,14187072,522421,3.68,2691
backstage_nsk,2,4250,52,1.22,1
roundtwohollywood,2,346755,1243,0.36,11
darling_billskarsgard,2,478,69,14.44,0
travis_kyuhoon_lee,2,20664,2136,10.34,106
c.m.connymaier,2,2939,305,10.38,4
marynalinchuk1,3,149328,1572,1.05,21
chinadestinations,2,29348,1254,4.27,7
cw_supernatural,2,2395258,114320,4.77,450
vitadapartenopei,2,39570,1468,3.71,10
r.barbee,3,77775,5755,7.40,95
petsmart,2,412136,5007,1.21,37
addesignshow,2,31080,111,0.36,2
jatiputra,2,127243,5062,3.98,30
visapourlimage,2,55673,797,1.43,3
permanentmakeuptoronto,2,37092,243,0.66,7
waynegallman9,3,74268,3557,4.79,35
hairbyantoinettenyc,2,22814,514,2.25,25
studio_jackson,2,80398,830,1.03,7
erinwalshnyc,2,42969,320,0.74,9
ferrorafa,2,98676,0,0.00,0
spooky,3,1367335,37929,2.77,298
toyoman.11,2,177,16,9.04,0
muhammadali,5,2693692,112757,4.19,376
casscontemporary,2,8790,182,2.07,7
rhymezlikedimez,3,82132,1821,2.22,40
bigbullybg,2,13270,869,6.55,28
hugoguinness,2,8711,0,0.00,0
jonas_lindstroem,5,23101,1704,7.38,10
breal,2,800434,8957,1.12,119
1theacefamily1,4,20866,2900,13.90,19
carlos,2,2250700,96639,4.29,1083
laurensimpson,2,1221333,26050,2.13,1942
ian_spampatti,2,11863,654,5.51,7
thendbrooklyn,2,14135,279,1.97,8
nicolasobarone,2,818919,56753,6.93,255
yungmiami305,2,127786,6980,5.46,131
lion_king_kitties,2,4120,374,9.08,4
t1smu,2,41631,1149,2.76,4
samirkamani,2,55495,3035,5.47,30
pietoudolf,3,53295,3409,6.40,37
poppyandco,3,36859,467,1.27,6
thebarbieblank,2,911836,56713,6.22,439
eerowest,2,34933,1111,3.18,22
aliisaax_,2,625,90,14.40,6
skullboyxo,2,11446,NaN,NaN,NaN
_yejin_i,2,298,0,0.00,0
luhardcastle,2,4502,246,5.46,5
__.d.ajah,2,2844,103,3.62,1
giulianarancic,2,2766554,58639,2.12,235
idiotsgettinghurt,2,268305,NaN,NaN,NaN
joaoribeiroo,2,20099,1081,5.38,21
fit_and_dedicated,2,40632,1928,4.75,107
homebunch,2,220894,3489,1.58,169
jannakelly,3,2653,236,8.90,8
biel,3,7001133,73853,1.05,918
arkansas_knife_show,2,2190,102,4.66,1
bellflight,2,51838,1992,3.84,15
joeyzauzig,3,61256,2162,3.53,107
madisonhu,3,639604,27874,4.36,168
simonettalein,2,551627,19475,3.53,774
daniellejonas,2,1286300,76931,5.98,169
nateinthewild,2,45137,2912,6.45,61
hollismithhead,3,14694,539,3.67,14
poli_gerych,2,24319,1806,7.43,42
topstreetphoto,2,58635,4042,6.89,35
johnseymour_nyc,2,22890,1405,6.14,33
alessandro_matri_32,2,680532,31371,4.61,89
trademarkdaprod,2,2386,229,9.60,15
superduperkyle,3,764890,46004,6.01,358
gonzai_magazine,2,2803,47,1.68,0
laderaresort,2,17144,477,2.78,11
belapadilla,2,2059928,58941,2.86,74
charliesloth,2,336220,10220,3.04,87
mudbaron,2,19421,154,0.79,2
wtf_vid,2,1027284,NaN,NaN,NaN
bethostern,3,408020,10132,2.48,87
leacolombo,4,61099,700,1.15,11
therealjjmonster,2,5383,111,2.06,7
chowpuppies,2,185104,2851,1.54,14
ryanjamescaruthers,2,11518,580,5.04,3
opalayo,2,5608,196,3.50,4
ladyslider,2,52085,2496,4.79,15
benhassett,2,51193,1052,2.05,13
princesssofiafamily,2,1068,167,15.64,1
darkpyrex777,2,405283,43631,10.77,578
maggiejmaurer,2,10002,559,5.59,7
theblacklanternoc,3,6937,165,2.38,2
feraltuzar,2,115418,4868,4.22,28
marygreenwell,2,75992,1116,1.47,28
thecakeblog,2,566765,5204,0.92,36
globalwordsmiths,2,10285,43,0.42,1
communicationarts,2,60620,310,0.51,2
bellemagazineau,2,137512,1032,0.75,16
olivier_rousteing,7,4778009,48936,1.02,171
gwencgucci,2,88738,7729,8.71,102
nataliekreuzmayr,2,71513,817,1.14,25
lachie_lansdown,2,3306,223,6.75,3
aliceduparcq,2,3558,131,3.68,13
betawards,2,328199,1504,0.46,10
honeybgold,2,93968,1580,1.68,23
chef.rosa.nasorosso,2,7412,348,4.70,8
oakstrong,2,105766,2582,2.44,23
josephinedelabaume,3,36626,414,1.13,6
elfamosoterremoto,2,142630,3224,2.26,23
coolman_coffeedan,2,415816,67389,16.21,623
florence_baitio,2,53822,4016,7.46,70
ceydadvenci,2,1488654,12164,0.82,118
missasiaxoxo,2,246876,17601,7.13,199
iamdharmalove,2,78335,1585,2.02,39
joelle.raquel,2,21730,1013,4.66,19
boochaces,2,188588,11954,6.34,123
imrececen,2,339840,21621,6.36,293
savvyjavvy,4,46125,1183,2.56,41
liesltommy,3,3213,284,8.84,22
melbournecarspotters,2,69714,2173,3.12,11
starcastle420,2,710,0,0.00,0
ambergracedixon,2,2178,93,4.27,1
moonmaison,2,329833,14251,4.32,321
clubkillers,2,21588,334,1.55,5
yan6sevs_db,2,857,26,3.03,3
adamjohnfoss,2,3211,199,6.20,5
officialaubreymiller,2,430826,6429,1.49,67
ritaarnaus,2,64201,3949,6.15,47
orionmartin,2,2142,217,10.13,6
larsfrederiksen,2,49787,5284,10.61,62
matthewsgrip,2,20928,304,1.45,4
marioruiz,2,4546719,333841,7.34,2100
rawhitiroa,2,613,81,13.21,5
aagbanjh,2,2535177,320316,12.63,2267
jeremyjauncey,3,587983,33048,5.62,373
centerforarch,3,25813,185,0.72,1
brand_butique_outlet,2,35389,0,0.00,0
evergreen.vintage,2,1819,73,4.01,2
bookonin,2,550969,24859,4.51,295
lartdelautomobileshop,2,11513,585,5.08,3
sunnymalouf,2,489016,77734,15.90,1945
milena_silvano,2,13243,503,3.80,15
mario.lombardo_,2,3886,294,7.57,8
