name,count,followers,likes,engagement,comments
valariekaur,2,6651,367,5.52,23
daniajramirez,2,300963,5217,1.73,63
astrolog_aristova,2,237348,4102,1.73,130
warpaintwarpaintofficial,2,90122,6201,6.88,123
marigiudicelli,2,61787,483,0.78,5
alessandrosartoriofficial,3,28675,806,2.81,14
annabellabarber,3,51953,876,1.69,11
mdnaskin,2,78266,1479,1.89,28
berniceliuofficial,2,44935,762,1.70,18
marielebourdais,2,788,126,15.99,2
yngfrnco,2,16672,1752,10.51,24
jeanieus,2,10459,158,1.51,2
momsncharge,2,12285,248,2.02,22
kalonbyvaleria,3,1165,36,3.09,5
tylerwayneglass,2,43732,4555,10.42,110
delphineachard,2,5511,68,1.23,1
synopticoffice,2,1220,59,4.84,1
queenhoneyc,2,393597,8665,2.20,179
_ristic,2,581,0,0.00,0
marinadiamandis,2,1143270,96260,8.42,1859
ericlives_ericdai,2,258,0,0.00,0
eric_mccormack,3,155179,10985,7.08,91
kimcattrall,2,607106,34754,5.72,2063
martina_pagliari,2,2922,180,6.16,5
sgt_greyman,2,86,0,0.00,0
lulubeyene,2,1850,133,7.19,5
slrrifleworks,2,171409,3279,1.91,25
maisonraksha,2,40855,1608,3.94,21
elinskoglund,3,40481,1853,4.58,11
mclarenauto,2,3458366,47792,1.38,111
ornellatchuente,2,13406,289,2.16,8
jamesbrownagency,2,15410,461,2.99,25
sventheguide,2,512,87,16.99,4
jamienkidd,4,236393,10344,4.38,159
nigelvanwieck,2,12081,723,5.98,11
mvandersluis,2,154484,11097,7.18,313
dylanhartiganmusic,3,7658,2263,29.55,235
roxannedenobregamakeup,2,14894,611,4.10,21
highcampgardenias,2,6517,354,5.43,7
paigejonesphoto,2,21866,691,3.16,13
scandiborn,2,51997,184,0.35,8
barberette_original,2,1977,58,2.93,2
hebrubrantley,2,99407,4930,4.96,65
dalsahhaf,2,28078,246,0.88,8
chistesvenezuelaaa,2,2636403,9741,0.37,312
chanel.beauty,2,256893,8546,3.33,45
ollyw00d,2,62269,2149,3.45,8
figarointerior,2,652,104,15.95,3
j.havva,2,566,0,0.00,0
dh.app,3,535800,5150,0.96,139
atakanozyurt,2,2573341,314628,12.23,5830
kylierae,2,2444540,173457,7.10,1963
markusschulz,2,212615,2549,1.20,18
blancxche,2,3243,114,3.52,5
omarchaparro,2,1730267,19168,1.11,779
florenceros.e,3,111951,6787,6.06,27
valeria.sandovall,2,146835,6871,4.68,55
frontrowshop,2,30179,79,0.26,1
itsnikkimartin,2,19080,324,1.70,14
marcoramon,2,2466,110,4.46,2
worthwhilepaper,2,37881,570,1.50,4
aidamartorell,2,523319,82512,15.77,1010
sinsenossihay,2,1753909,18647,1.06,53
sanctionedjohnnygalecki,2,2180296,52115,2.39,768
dsanddurga,2,13362,468,3.50,19
allcutecat,2,135564,11793,8.70,82
alinamariame,2,4211,257,6.10,21
projectpablo,2,7370,248,3.36,8
andreabocelliofficial,2,362985,16645,4.59,160
aalahna,2,10590,1305,12.32,27
ilivemylifemone,3,1524,0,0.00,0
premiere.social,2,21559,231,1.07,3
gata_chocolata,2,16161,377,2.33,1
hanger_inc,2,18267,523,2.86,5
qsakamaki,2,94199,501,0.53,2
ladytv_,2,9086,184,2.03,4
sib_vicious,3,60202,1847,3.07,54
dukascopy_911,4,524854,NaN,NaN,NaN
warukatta,2,191493,14414,7.53,44
rebeccadautremer,2,21406,2069,9.67,26
diggysimmons,3,1421289,47956,3.37,397
artdr3am,2,80907,11487,14.20,151
suzeskander,3,10907,199,1.82,9
sofi_chi,2,131708,3094,2.35,17
accurateordnance,2,16525,503,3.04,4
dannonkcollardmua,2,53058,725,1.37,17
yana.baby_,2,2170,429,19.77,26
_bm31,2,2573,523,20.33,7
organicoracle,2,33741,509,1.51,6
jiordyn,2,201076,8574,4.26,91
golfchannel,2,757831,11550,1.52,138
jwo_studio,2,9566,207,2.16,2
akabadgyal,2,132022,14883,11.27,89
therealsamjones,2,19263,434,2.25,4
gold_justin3,2,237,51,21.52,0
lineyshasparx,3,39767,1524,3.83,19
spacecopenhagen,2,16312,357,2.19,4
sonei_721,2,316,20,6.33,0
lisadillon,2,93493,1787,1.91,51
nilesfitch,2,50361,4510,8.96,71
equiigayatri,2,1620,127,7.84,9
alfinetei,3,7450001,119038,1.60,2100
aubameyang.papa,2,43495,3800,8.74,26
mktalsowaidi,2,2318,236,10.18,11
minamarlena,2,25386,998,3.93,17
voteroberts,2,33680,1079,3.20,16
ji3s,2,525,0,0.00,0
happysunnygu,2,43914,497,1.13,16
annekaeats,2,3919,387,9.87,20
madamejeuge,2,16316,169,1.04,9
sootco,2,15150,939,6.20,21
negativefb,3,55193,3325,6.02,6
carlkrull,2,110583,5102,4.61,24
topdecktravel,2,130233,2425,1.86,40
doctor_nora_,2,101514,1730,1.70,65
smalls.the.corgi,2,72526,3181,4.39,13
carosellorecords,2,11878,85,0.72,1
noakecustomknives,2,285,47,16.49,1
tiarayvonne,3,360760,3930,1.09,56
all_about_eggs,2,11213,295,2.63,4
nicole_bull,2,458,73,15.94,4
moth3r,2,1740,149,8.56,4
nailthoughts,2,16179,872,5.39,51
kristiridley,2,15256,657,4.31,81
dubaifilm,2,54783,484,0.88,4
ayasato_magnat,2,43547,2291,5.26,23
yasminechanel,2,318475,11030,3.46,97
kararbrown,2,4260,309,7.25,12
studio_cut_make_trim,2,1400,125,8.93,2
robertfrank615,2,830569,80012,9.63,2683
z.camara,2,201100,4267,2.12,21
districtvision,2,5712,429,7.51,4
mainohustlehard,3,472420,2751,0.58,37
itsmecourtneyy,2,5853,349,5.96,18
alaina_barros,2,1033,0,0.00,0
1dayumay,2,1247650,26557,2.13,423
puckmoonen,2,276805,17520,6.33,71
prestigeplans,2,945,50,5.29,0
dimasbagus121,2,43,0,0.00,0
bradschoenfeldphd,2,58783,1367,2.33,50
selimriver,2,35,13,37.14,4
azwilderness,2,27100,473,1.75,5
sarahvirginiauhl,2,9583,580,6.05,11
degardebrewing,2,8539,806,9.44,23
stiannorum,2,41425,2554,6.17,48
pablovezagni,2,77319,24251,31.36,118
johnjohndenim,2,1051667,5032,0.48,20
stature.nyc,2,3388,116,3.42,3
deji0812,3,6722,297,4.42,5
about_reum,2,31172,373,1.20,19
avoyermagyan,2,56566,206,0.36,3
1.vnj,2,10451,1355,12.97,35
sourpuffgrl,2,4847,1141,23.54,16
neheraofficial,2,33844,306,0.90,2
adib_bank,2,34533,266,0.77,32
achtungmode,2,4188,81,1.93,2
chapman_leonard,2,51777,1701,3.29,21
mariarosa5907,2,47,0,0.00,0
nader.daher,2,4681,0,0.00,0
heyeloisa,3,18197,661,3.63,8
anna.pelzer,2,45656,3928,8.60,199
beboefamily,2,29280,274,0.94,7
aanngal,2,1070,NaN,NaN,NaN
jeffyneil,2,3158,469,14.85,20
avenuetucson,2,12532,372,2.97,6
renner4real,2,5510259,138246,2.51,739
wexlth,2,679,165,24.30,2
cosmicmermaidpins,2,27470,611,2.22,15
augamatic,3,12077,283,2.34,12
connectedaf,2,74045,433,0.58,7
hopeterk,2,31747,1720,5.42,35
gentlemansjournalhome,2,24414,808,3.31,7
lofficielindia,2,20027,42,0.21,1
siennaalexanderlondon,2,25295,328,1.30,6
itsfragarofalo,3,31210,1334,4.27,40
porous_walker,3,280093,0,0.00,0
bullesdegones,2,145,8,5.52,0
abcnews,2,986998,1058,0.11,14
tyronelebon,3,12422,469,3.78,3
thexbands,2,56441,192,0.34,5
markruffalo,6,6748091,226568,3.36,1163
yenyenlaw,2,781,46,5.89,2
blackwinnebagoclub,2,9453,154,1.63,2
fabdoginc,3,100319,655,0.65,10
ccaslu,2,237308,12340,5.20,138
uykusuzdergisi,2,483629,4665,0.96,86
muntheofficial,2,36089,212,0.59,2
honeygiggz,2,1186,320,26.98,7
jcvd,2,2648289,91499,3.46,885
so.leben.wir,2,48238,2373,4.92,65
thesecret365,2,1733559,17717,1.02,106
xpigr,2,1683850,NaN,NaN,NaN
edaguzelcik,2,39695,680,1.71,18
askhab__bursagov,2,111604,5190,4.65,61
mssupremebanana,2,65040,7022,10.80,101
rextso,2,89179,0,0.00,0
christianchavezreal,2,1261231,37821,3.00,661
nutrition_facts_org,2,272447,5456,2.00,141
bestcelebrations,2,2466341,NaN,NaN,NaN
linneaberthelsen,2,497015,36260,7.30,267
kelhesk,2,3684,0,0.00,0
simon.eeles,2,2786,187,6.71,3
best_ig_woodworking,3,212989,2920,1.37,15
rule_of_thumbs,2,182021,2195,1.21,22
cadwallader,2,2619,238,9.09,7
chefclubuk,2,178453,3203,1.79,49
dancesport.ru,2,97217,2868,2.95,4
kvsvei,3,5589,398,7.12,10
guopei,3,125541,3975,3.17,31
suzannebeirne,2,2799,76,2.72,1
omar_ortiz_artista,3,273257,8606,3.15,78
kateridion,2,69057,3898,5.64,22
voidelsherif,2,136,0,0.00,0
yolo_izzx,2,910,259,28.46,4
dr.mauriciogonzalez,2,88960,3189,3.58,163
alexisskyy_,3,1693468,86389,5.10,844
noodzboutique,2,53288,555,1.04,6
enjoydus,2,493,53,10.75,1
evansungnyc,2,24148,499,2.07,12
wax_poetically,2,4139,203,4.90,27
csiu_yee,2,232,18,7.76,3
alexandragolovanoff,3,62397,1138,1.82,26
cottoncodinha,2,1838,128,6.96,6
adaripp,6,590169,117267,19.87,1624
holstsocialuk,2,3786,91,2.40,4
sippinlive,2,2644,144,5.45,5
curvy_j,2,398067,4456,1.12,59
les__artists,2,9880,137,1.39,2
mirei_miyazato,2,316,NaN,NaN,NaN
we_are_hah,2,66128,541,0.82,6
woonyoungjung,3,69215,11854,17.13,97
bobandblossom,2,17749,303,1.71,8
hamdaqayed,2,152273,4260,2.80,44
quyenngo_,2,1210,415,34.30,12
dietstartsmonday__,2,12718,520,4.09,14
mennel_official,3,223473,29240,13.08,2074
urltv,2,95360,844,0.89,112
olbaidwoe,2,680,0,0.00,0
fashionfuckeryfemales,3,38056,4002,10.52,9
byrdiebeauty,2,300912,2645,0.88,35
lol_vines,2,4294208,NaN,NaN,NaN
jbrown002,3,91604,14458,15.78,216
clergerie,2,44751,287,0.64,4
lindsay.wanders,2,17774,1231,6.93,28
hirshleifers,3,30129,143,0.47,1
youngskatelaurent,2,20488,1770,8.64,20
youyeon_drawing,2,6318,490,7.76,6
jasoncaine,2,18538,4111,22.18,82
waymodel,2,145656,580,0.40,5
radima_vogue,2,431,0,0.00,0
anclademar,2,4355,95,2.18,0
hair.welove,2,1159,23,1.98,14
mountaintigerrunning,2,902,64,7.10,2
sammarcelbeauty,3,102054,1721,1.69,8
crunchymamamemes,2,3087,364,11.79,18
ericbigger,3,125981,12770,10.14,81
lgtwinsbaseballclub,2,31404,1696,5.40,18
consciousavocado,2,5788,164,2.83,7
failarmy,3,620199,NaN,NaN,NaN
richardgianorio,2,20827,210,1.01,7
robgreennyc,2,59374,1165,1.96,9
lostinourstory,2,37782,615,1.63,5
morgansketch,2,64811,2732,4.22,18
kingfrankiedelgado,2,65540,689,1.05,15
olachristian,2,3605,242,6.71,22
patrizia_marinangeli,2,126561,2467,1.95,86
sarlisart,3,58561,4574,7.81,18
crosebowdoin,3,1971,257,13.04,1
weatherford5,2,308691,11091,3.59,54
justjuice,2,13181,459,3.48,25
katia_mi,2,637642,13980,2.19,151
rick_eaton_knives,2,1501,70,4.66,3
jawsnelson,2,23537,1044,4.44,20
yaratcontemporaryartspace,2,18681,190,1.02,2
arwadhl,4,972570,27776,2.86,368
eric_xcmma,2,12211,212,1.74,9
ayananicole,2,606,0,0.00,0
hotelcostes,2,23726,1304,5.50,15
archie_pradhan,2,638,114,17.87,1
designsbyahnnyc,2,10155,512,5.04,20
wailintse,2,4622,277,5.99,6
sa_wa_fotographie,2,186,86,46.24,1
goodskinlosangeles,2,6661,48,0.72,3
nycsmiledesign,2,16153,154,0.95,7
joannaangel,2,367924,2967,0.81,29
petvilla.co.kr,2,33342,1632,4.89,61
sneakcorner,2,214012,13896,6.49,56
thisisdiamante,2,19218,592,3.08,18
bennyptweets,2,201436,16951,8.42,181
travelinwild,2,12868,450,3.50,4
vittoceretti,4,313414,25793,8.23,135
rootsofsouthla,2,1032,84,8.14,3
stevebutchertattoos,2,704928,17373,2.46,211
_____________oliviercoipel___,2,55920,7636,13.66,58
nbcolympics,3,441536,6831,1.55,13
betrunken1,2,127956,3400,2.66,18
shermarina,2,222329,11042,4.97,28
diariesofdiana,2,55084,7243,13.15,57
chelseyclarke,2,533,62,11.63,3
malyjorquiera,3,320622,25394,7.92,784
yungpatxo,2,384,101,26.30,7
iamdepaul,2,6182,309,5.00,7
tinyfishco,2,2371,22,0.93,1
corasface,2,49244,2738,5.56,32
deinnrw,2,11355,616,5.42,6
oc_dan_fresh,2,405,97,23.95,6
melissacerys,2,32208,286,0.89,25
charlotte_skonh,2,5145,292,5.68,5
maturmaker,2,6565,966,14.71,21
bohoside,2,119704,2057,1.72,14
torlundstrom,2,31632,1500,4.74,13
mrrickybell,2,293304,6903,2.35,99
baudnach,2,15760,406,2.58,6
cosbar,2,23254,149,0.64,3
thedronediary,2,19391,987,5.09,14
hislaboratory,3,6148,481,7.82,26
cigdembozali,2,1885,235,12.47,5
lihatsh,2,2195,140,6.38,5
lance_inkwell,2,31620,2564,8.11,70
freddieroach,2,146130,1897,1.30,14
friends,5,4461243,243369,5.46,1212
kitaalexander,2,46615,4373,9.38,28
melaninmagic.inc,3,66619,906,1.36,0
samisabbarini,2,1327,91,6.86,3
hehleena,2,72405,5070,7.00,61
princesspollyboutique,3,634163,2922,0.46,4
amourducake,2,301577,12093,4.01,108
nwnatives,2,34230,5246,15.33,127
fernandoclarocouture,2,90728,761,0.84,12
jacquieaiche,3,342176,5027,1.47,22
creative.label,2,7763,159,2.05,1
ibz_87,2,280,4,1.43,0
shopgirl.la,2,8045,198,2.46,4
svetlana_khodchenkova,3,636278,36778,5.78,200
kliuwong,2,144812,5919,4.09,42
rob_machado_surfboards,2,79874,3419,4.28,30
nakid_magazine,2,635393,11524,1.81,40
danaburnsart,2,622,49,7.88,1
kardashiankids,2,1730740,8059,0.47,75
elojelloseropian,2,285071,1600,0.56,18
slimmingsurgeon,2,2660,240,9.02,24
iuriebelegurschi,2,565197,13681,2.42,156
jakobschoyen,2,9443,778,8.24,11
palomaxcordova,4,84303,9810,11.64,77
kiteeyewear,2,9502,110,1.16,2
guipaganini,2,28756,232,0.81,4
milaj,2,1097248,9004,0.82,105
_latruth,2,631831,7830,1.24,50
growwithjo,3,122624,2637,2.15,39
malikkingscott,2,14495,130,0.90,8
everydaypeoplestories,2,55921,1207,2.16,8
toferchin,2,23075,651,2.82,3
meghanlicious,2,7480,114,1.52,6
agoria_officiel,2,21573,576,2.67,13
paulvedere,2,7378306,305583,4.14,1187
desirable_couples,2,154415,4372,2.83,20
rbuerki,2,567159,29345,5.17,0
justjenaye,2,18881,1565,8.29,29
modernoutdoorsman,3,180148,6170,3.42,39
marclamonthill,3,100089,4161,4.16,93
riccardopozzoli,2,264195,8938,3.38,59
lubadalu,2,29548,1721,5.82,5
britishgq,3,486117,3820,0.79,38
shinpei_ueno,2,24035,1199,4.99,2
enriconigiotti,2,245764,16968,6.90,69
illesso_,2,87245,488,0.56,1
art021_sh,2,3197,97,3.03,2
thejasminebrand_,2,221577,2060,0.93,53
aileengetty,2,1066,0,0.00,0
franknitty3000,2,24190,893,3.69,37
9gagwander,2,376960,24669,6.54,951
delfinablaquier,2,114098,2873,2.52,61
gordonsbest,2,361,44,12.19,1
dearanna0,2,14559,440,3.02,2
b_dgram,2,2439,80,3.28,2
ololol,3,196995,4775,2.42,36
afrolatinas_,2,9916,186,1.88,3
xo_franny_xo,2,145766,11267,7.73,99
la_luna_scottish_fold,2,183,39,21.31,1
archie.thorpe,2,1497,616,41.15,6
upsdogs,2,117815,9651,8.19,53
belleballoons,2,50754,325,0.64,3
feeclot,4,554889,3182,0.57,165
faithlfit,2,311808,5211,1.67,96
jackmccollough,2,338,0,0.00,0
justine_toshi_ohya,2,713,75,10.52,1
fagerinoz,4,105492,20100,19.05,352
desaksukasantti,2,660,177,26.82,15
uplandcollection,2,1404,124,8.83,17
valerielora,2,19845,373,1.88,15
riyushiyo4340,2,314,64,20.38,2
theclassycloud,3,60761,1429,2.35,73
boxingway,2,32369,1594,4.92,69
juju.tattoos,2,27979,579,2.07,3
coachcalie,2,35315,2480,7.02,85
hugojozwicki,2,3802,197,5.18,6
brandonsemenuk,2,370351,19138,5.17,46
allinthebedofatruck,2,6493,512,7.89,18
mac0tter,2,80316,5012,6.24,32
mamma_malla,2,140323,1338,0.95,37
tielandtothailand,2,91300,6756,7.40,231
makeupbytreenz,3,41199,2590,6.29,56
laura_snelling_,2,14759,388,2.63,2
charliem015,2,650771,14532,2.23,150
djpolitik,2,29485,461,1.56,17
stanlion_clothing,2,1495,1866,124.82,4
heywomancom,2,39540,575,1.45,10
ayishadiaz,3,2228585,44132,1.98,616
courtneyact,2,987898,37538,3.80,261
alamorecords,2,6733,271,4.02,17
iamcjhart,2,9356,417,4.46,10
gamestop,2,894272,5010,0.56,15
rogerframpton,2,43560,1490,3.42,15
emmajanekepley,2,55220,179,0.32,4
susiebubble,2,402854,2174,0.54,21
fashion_critic_,2,134917,1515,1.12,6
sakisato29,2,44354,785,1.77,16
hansochmary,2,10354,884,8.54,25
lostt_lightt,2,631,111,17.59,3
buirritos,2,57996,NaN,NaN,NaN
nadirah.ali,3,215897,16235,7.52,132
romanelanceford,2,391697,12379,3.16,89
aliyahmoulden,3,87088,7339,8.43,127
impressmanicure,2,50002,821,1.64,17
bnw_greatshots,2,118664,5914,4.98,122
nazirabakayeva,2,15799,678,4.29,23
tonydepew_,2,1624,79,4.86,1
rolemodel___,2,134305,7200,5.36,109
tarapavlovic,3,142283,10855,7.63,129
jeaniuseats,2,90496,1874,2.07,97
basonuzulm,2,726,114,15.70,5
slime_city_bitch_,2,533417,NaN,NaN,NaN
hairandmakeupbysteph,2,595820,3438,0.58,32
dzzdzz012,2,20681,1624,7.85,69
maria_perezxox,2,161812,15996,9.89,277
makeupforbarbies,3,1213967,3589,0.30,11
abt_tuning,2,28348,3658,12.90,15
telliswift,2,79159,3045,3.85,58
baccarin.morena,2,424561,32260,7.60,192
uaadmissions,2,1765,188,10.65,2
_sakara,2,8450,328,3.88,31
caandyvonnee,2,150512,7191,4.78,51
realmattwenning,2,48349,975,2.02,13
blackandyellowpavement,2,11845,373,3.15,43
rollsroycecarsna,2,299888,7509,2.50,30
classicrockcouture,2,49736,540,1.09,6
aliciamlund,5,89742,1066,1.19,31
lululemon,3,2375551,37038,1.56,249
jonrua1,2,38127,2401,6.30,12
olgaviya,3,885639,15844,1.79,837
tinakunakey,3,298718,24402,8.17,160
artbeatstudios,2,20715,283,1.37,6
saisonsf,2,54637,914,1.67,6
saman.kosravi70,2,57,NaN,NaN,NaN
agelessfilms,2,46271,2323,5.02,11
agentsofshield,2,1086509,55948,5.15,278
billlskarsgoddd_,3,870,89,10.23,2
zebbs_,2,919,77,8.38,2
macabregadgets,2,177269,1878,1.06,6
existential.simpsons,2,59922,4723,7.88,36
nicbatum88,2,223916,4667,2.08,31
_rodneysmith,2,17460,1519,8.70,13
_ppegiuse_,2,667,0,0.00,0
marissaaross,2,34355,620,1.80,9
victoriabrynner,2,33502,885,2.64,22
riho7086,2,181,0,0.00,0
gureeva.club,2,79105,1605,2.03,159
natgeo.la,2,531895,5628,1.06,35
okgrl,2,12369,498,4.03,17
mypaleskinblog,5,1002436,28875,2.88,470
zabavnikov_ivan,2,47821,1326,2.77,34
gramzrichforever,2,19781,1068,5.40,26
noccouk,2,20276,435,2.15,113
_qdafoolrs,2,67452,14441,21.41,208
allisonbarrie,2,1777,185,10.41,4
somewhereiwouldliketogo,2,36455,885,2.43,9
j3ci,2,10860,NaN,NaN,NaN
theobattaglia,2,5742,461,8.03,11
numerootto_,2,14813,112,0.76,1
erinnstyles,3,8752,454,5.19,13
obsessed_megatron,2,1183,0,0.00,0
qwerrrkout,2,52460,2598,4.95,23
flyasiana,2,63721,1842,2.89,16
gallery_yds,2,3160,149,4.72,5
frh.symimi,2,1451,0,0.00,0
samsonitered_kr,2,6664,159,2.39,32
hussam_shammaa,2,72744,5681,7.81,174
deboravitale25,2,2221,153,6.89,6
kimmyfasani,2,55788,3175,5.69,33
ambramedda,2,28583,175,0.61,3
andressasuita,3,3083195,318263,10.32,2470
crossroadskitchen,2,44594,947,2.12,23
ozanakbaba,2,384251,29423,7.66,168
parkerbuddons,2,16624,2563,15.42,38
lady_larson,2,3565,103,2.89,5
mymarerosie,2,5531,371,6.71,14
olgagajienko,2,520003,4416,0.85,60
abigailspencer,2,279183,7513,2.69,55
thcbillyb,2,19249,916,4.76,27
hannahxelyse,2,35547,2433,6.84,13
lesquik,2,7040,598,8.49,10
kristingallegos,2,37383,922,2.47,20
comptoirdescotonniers,2,103500,684,0.66,3
latashawright,2,203738,2091,1.03,27
chefpetergilmore,2,76848,875,1.14,8
vapeinitaly,2,96381,1592,1.65,32
diuhak,2,23263,794,3.41,9
rogerfederer,2,4715789,655609,13.90,10969
nathankehnactor,2,18288,2385,13.04,67
modamasculina_oficial,2,515679,3254,0.63,16
rickehoffman,2,577396,22925,3.97,373
ege_luther,2,49105,6190,12.61,40
margheritabuyofficial,2,6001,389,6.48,9
paleo_newbie_recipes,2,75439,509,0.67,24
dearest.sisters,2,35536,2138,6.02,212
look_my_city,3,527,97,18.41,2
vicentemontano,2,3113,0,0.00,0
thekarpelgroup,2,669,79,11.81,2
whereyourheartisnow,2,55347,949,1.71,68
eddie_thoneick,2,29248,275,0.94,3
architecture_minimal,2,27787,789,2.84,8
youngnordstrom__,2,715,52,7.27,2
dreamingandwandering,2,56419,5852,10.37,268
sandrasahi,2,477824,17771,3.72,175
brandontaoka,2,35033,2317,6.61,104
victoria_bicheva,2,3156,128,4.06,4
pele,3,2780663,64446,2.32,163
activeescapes,2,106561,515,0.48,10
jordangriska,2,6397,1164,18.20,35
lineasindt,2,18493,410,2.22,14
fifaworldcup,3,5788516,50048,0.86,254
gayanaxo,2,101434,7484,7.38,173
xurshidmehtiyeva,2,257,0,0.00,0
_yc,2,133342,NaN,NaN,NaN
madamegandhi,2,28442,1419,4.99,40
plantbased_food_and_travel,3,162059,6492,4.01,115
overheardbumble,2,57222,3192,5.58,128
st_ella,3,40540,3747,9.24,80
insaneoutfits,2,97311,8857,9.10,314
oh.eight.oh.nine,2,306365,8723,2.85,396
woodfel,2,750,0,0.00,0
thelookbylouise_,2,20497,425,2.07,18
tomdaley,2,1974995,164403,8.32,706
jake_of_all_trades,2,129870,1852,1.43,12
vegansoulfoody,2,29746,1733,5.83,118
underbarnyc,2,5507,NaN,NaN,NaN
theyoungfolkcollective,2,21217,243,1.15,7
monsterenergy,2,4461581,29413,0.66,52
therealonj,2,66813,5917,8.86,107
okroshka_tv,2,559832,0,0.00,0
thebusybeeatl,3,4518,43,0.95,1
seaofknit,2,18178,196,1.08,5
jennikonner,3,101933,1059,1.04,30
theundonestore,2,56088,410,0.73,5
cedriccharlierofficial,2,15627,143,0.92,1
gustavtonnesen,3,29012,2825,9.74,62
omygoshitsddoublee,2,84588,4799,5.67,98
_bagarre,2,8879,699,7.87,19
yumikohorinaka,2,1315,167,12.70,4
motivescosmetics,2,2253517,2559,0.11,11
b.l.s.h,2,1806,110,6.09,4
nomadscove,3,37937,201,0.53,3
moto_wetness,3,87714,3372,3.84,24
gl0.nyri,2,291,0,0.00,0
myfosterkittens,2,252482,12411,4.92,87
love_snoopy.812,3,137,0,0.00,0
yogawithbriohny,2,97965,2151,2.20,29
axelvervoordt,3,72464,3427,4.73,32
keeevsch,3,93171,13500,14.49,793
rozennillustration,2,50003,4661,9.32,27
espncfb,2,854341,42448,4.97,678
__ruzanna__,2,1226,267,21.78,5
avalito,2,1042,103,9.88,4
desertturtleracing,2,904,125,13.83,4
cynthiaabdulahi,2,3525,237,6.72,12
pga,2,294785,5067,1.72,42
alexfakso,2,8326,191,2.29,2
jamieclee,2,17350,359,2.07,5
sherylsandberg,2,397659,10360,2.61,155
musclemonsters,2,127038,2135,1.68,21
blvckgold.nation,2,6238,168,2.69,6
earth.travels,2,321031,1902,0.59,10
enricogiubertoni,2,15006,1138,7.58,33
esmuellert,2,4988754,91941,1.84,422
bracefacelaii,2,40100,NaN,NaN,NaN
rebeccahaarlow,2,32329,1926,5.96,45
underarmourwomen,2,681176,6333,0.93,58
diplo,14,4153619,106035,2.55,1575
hardwick,2,1466824,26698,1.82,370
newyork_instagram,2,912715,45658,5.00,864
elizabethandjames,3,309190,1071,0.35,9
yulien_oviedo,2,41163,905,2.20,8
cooperkupp,2,49444,8320,16.83,84
fontaineivory,2,8178,313,3.83,6
localheroes,2,244393,3305,1.35,6
espnfirsttake,2,475873,NaN,NaN,NaN
dancing_leopard,2,54544,156,0.29,3
itslorenamedina,2,51185,4530,8.85,148
fifty_73,2,13866,1048,7.56,7
yolandaedwards,2,45837,729,1.59,9
brentinyparis,2,132348,1545,1.17,3
britt_theodora,3,2467,147,5.96,7
sabamushi,3,12659,0,0.00,0
carlosgarciainteriors,2,18524,1539,8.31,31
welovevermont,2,33929,2653,7.82,26
lcchan,2,21555,406,1.88,9
unrealaltj,2,256437,16582,6.47,133
ourlegacy,2,87569,1895,2.16,16
steph_blue17,2,553,89,16.09,4
iansimpson,3,261825,54301,20.74,672
meridithkohut,3,24157,310,1.28,3
maria_ivakova,2,1015761,39760,3.91,698
danijela9909,2,111,15,13.51,0
royalti_nails1,2,32152,376,1.17,10
huismarseille,2,5597,103,1.84,2
salvajebakery,2,27585,592,2.15,3
craig__green,5,142310,2549,1.79,20
lacheauphilippe,2,204504,17524,8.57,70
youmagsocial,2,47050,232,0.49,6
sneakerfreakermag,2,760516,2403,0.32,34
roxanegay74,2,63003,4380,6.95,110
newmondayplus,2,65063,1175,1.81,19
dianapozharskaya,3,665735,67215,10.10,308
caseygeren,2,24864,991,3.99,8
crilucchini,3,5696,279,4.90,13
anitapedan,2,210163,1933,0.92,109
mikevisuals,3,128682,14186,11.02,1844
leapsmoothies,2,12837,2093,16.30,5
gilliaclothing,2,21299,225,1.06,0
foodeaseparis,2,13386,602,4.50,28
fruitar,2,64966,572,0.88,6
mistyonpointe,7,1555514,24507,1.58,169
mekelbailey,2,3354,186,5.55,7
jamilletteg,2,207788,4329,2.08,105
thefuddhist,2,52166,934,1.79,49
chavisthill,2,10531,1683,15.98,27
arashmusic,2,1159981,37690,3.25,283
jularsdiary,2,26203,645,2.46,34
ronanfarrow,4,54529,3355,6.15,137
supermarioscalia,2,23977,1075,4.48,43
sanja.rsk,2,6119,851,13.91,24
6lack__bxy,2,421,78,18.53,2
andrew_derwentestate,2,1223,30,2.45,2
anatanaka,2,65177,1234,1.89,42
annavictoria,4,1350557,14355,1.06,196
welovecoco,2,21811,1933,8.86,43
bertrandlg,2,1820,186,10.22,5
stereo_flo,2,10213,132,1.29,3
franzen_duesseldorf,2,344,39,11.34,1
juniorstylelondon,2,36779,199,0.54,6
video_laugh,2,1030201,0,0.00,0
codywarbs,2,2638,412,15.62,4
tallerveganico,3,10886,212,1.95,3
luxury_travel_show,3,11210,NaN,NaN,NaN
evolumina,2,146277,18412,12.59,231
ajdillon2,2,18185,1683,9.25,27
dachengyurina2575,2,261,59,22.61,1
blushbouquet,2,14292,215,1.50,18
eva_cavalli,2,133169,694,0.52,23
nevermindleo,2,8454,187,2.21,9
mckelvie,2,18838,487,2.59,6
artmurri,2,13721,398,2.90,14
youversion,2,348194,11228,3.22,78
oatmeal_tig,2,4805,177,3.68,3
djtonee1,2,35392,444,1.25,28
rolex,6,7422076,172535,2.32,759
alvarez_farms,2,18628,616,3.31,43
ikirejones,3,13480,277,2.05,3
