name,rank,position,team,salary_2017
Ronald Martin,1970,S,IND,72353
David Quessenberry,1969,OT,HOU,72353
Channing Ward,1973,DE,TAM,63529
Michael Hunter,1972,CB,NYG,63529
Tony McDaniel,1974,DT,2TM,58824
James Harrison,1975,LB,2TM,58824
Fish Smithson,1982,S,WAS,54706
Dare Ogunbowale,1985,RB,WAS,54706
David Rivers,1977,CB,TAM,54706
Pharaoh Brown,1981,TE,OAK,54706
Brady Sheldon,1987,LB,OAK,54706
Sam Ficken,1980,K,LAR,54706
Brett Boyko,1984,T,LAC,54706
Ryan Malleck,1976,TE,HOU,54706
Reggie Gilbert,1986,LB,GNB,54706
Kent Perkins,1978,OT,CIN,54706
Mose Frazier,1979,WR,CAR,54706
Andy Jones,1983,WR,2TM,54706
Krishawn Hogan,1988,WR,IND,38294
Edmond Robinson,1990,OLB,NYJ,36176
Marcus Murphy,1989,RB,BUF,36176
Marquis Bundy,1991,WR,NYG,31765
Hakeem Valles,1992,TE,DET,31765
Derrick Mathews,1995,LB,NYG,27353
Jeff Overbaugh,1994,LS,MIN,27353
Aaron Neary,1998,C,LAR,27353
Garrett Sickels,1999,DE,LAR,27353
Emanuel Byrd,1997,TE,GNB,27353
Rickey Hatley,1996,DT,BUF,27353
Quincy Adeboyejo,1993,WR,BAL,27353
